date,forecast_orders,model,city
2025-04-01,110.11543062292657,holt_winters,Mumbai
2025-04-02,108.95468273598625,holt_winters,Mumbai
2025-04-03,106.18517669081055,holt_winters,Mumbai
2025-04-04,106.49283904479563,holt_winters,Mumbai
2025-04-05,107.10742638369484,holt_winters,Mumbai
2025-04-06,110.64581628202417,holt_winters,Mumbai
2025-04-07,107.95289879110886,holt_winters,Mumbai
